text,label
ارسلوا التغريدات هذي . لمسئول . يجب محاسبتهم . بعدها استبعاد من البلاد🎗🇸🇦👌,1
أشهد أن لا إله إلا الله ..الحمدلله اللي خلص هاليوم,0
يا باشا طول عمر المسيحيين واقفين في ضهرنا و دايما معانا عمرهم ما قلوا معانا,0
و بتضلك طول اليوم خافف عقلك من انه تنسى تاخد الدوا او تخربط ، لانه غلط واحد و رح ينشل املك بزيادة,0
عيل لبناني وسخ ابن شرموطه لوطي,0
مين رسم على وشك بقلم فلوماستر أسود,0
لا من المحبه طبعاً مع اني ما اتوقع اقابلها من هون ل ١٠سنين,0
رجيم قاسي لاجل عينك ، وانت ولا داري 😣 URL,0
أعرف هذا ما ورد في كتب التفسير. لم تخترع شيئا من عندك ولكن ما اردت قوله لا ترادف في اللغة.. بمعنى لا توجد كلمة من حيث المعنى هي طبق الأصل لكلمة أخرى وإنما يؤتى بكلمة لتقرب إلى الأذهان معنى الكلمة المطلوبة لكن لا تطابق في المعاني بين كلمتين وشكراً,0
طول الأسبوع بستنو بالخميس وبعدين عنفس القعدو عتويتر,0
كنت قول عنك واعيه . بس هلق كتير عليك كلمة هبل,1
حسبي الله عليكوا يا داعش,1
المصريين أتفه وأهمل شعب على الوجود والخليجين بقر وأقل من بقر أنا مش عربي أنا فلسطيني,1
معقوله اللي بيحصل ده,0
مبرووك المانيا .. معلش تأخرت بس كنت بستنى ارجع لحالتي الطبيعية بعد ما كنت متحول لهالك ! وهاردلك الارجنتين الابطال ♡,0
هههههه لو انا محلوا بموت من شدة كرهك الي,0
ما بتعرفوا مقدار الشوق للسلط أربع ساعات غياب عنها كانهن أربع سنين,1
ناس متخلفه عقولهم صغيره,0
كول هوا انت سلالة ال زايد,0
نفسي انيكك فى كسك,1
وش أخباريّ ؟ أنا عاري من الأشياء أنا أخطاء في أخطاء أنا سيء وللغاية ! أنا أستغفر وأعيد بآخر الآية ! أنا أتعوذ من النسيان !,1
إنت يا اللي لو يجيّ منك قليل القليل اللي يجي منك غناه.,0
مدري راضين اليهودية اخس الناس والعنهم اقرفهم,1
مباراة ايطاليا واسبانيا اليوم هم عالقلب.,0
ههههههه لا أنت من المغتربين اللطفاء معناته احنا منحكي عن المغترب ابة العشر الاواخر هاد يلي لما شرف انصهرنا,1
سواء مسيحي يهودي بوذي هندوسي شيعي سني كلها ديانات وسخة وهيدفنوا في نفس الأرض ويعفنوا مع بعض,0
هههههههه مفلس زي زيك و كمان معيش حزم و معيش شلن كمان,0
بدك تطاولي على السيد راح انشر الخبر تبعك بىكي حدا من الضاحية بروح بيعملك اتلي,1
""" "" الكهربا فين يا كفااااااار !!!""مفيش معنديش مش قادر اديك"" غيروا لمبات الكهرباء للتوفير يكون عندكم كهرباء كتييير",0
أنا من خبرتي في التعامل مع الخلايجه والخبره دي نابعه من سبع سنين قعدتهم هناك واشتغلت هناك واتعاملت معاهم كتير أقدر أقولك إن الشخص الخليجي زيه زي أي شخص في الدنيا مفيش أي فرق بينا وبينهم وأكتر الأشخاص الخلايجه اللي انا اتعاملت معاهم كانوا طيبين جدا و جدعان جدا ورجوله,0
والله اراك الاخارجيا تكفيريا قح,1
عندما يبگي الإنسان تگون أول دمعة من العين اليسار فـ سببها الحزن أما من العين اليمين فـ سببها السعاده ههذآ اللي نآقص أركــز وأنآ ابكي,0
سيدي ههههههههههههه تونس الشرمطه وعندكم السياحة الجنسيه اروح انيك بناتكم وارجع ياااتونس رحم عمرو العاص حينما بنى جامع الفسطاط عز الاستعمار خربكم,1
الواحد لف البلاد العربيه كلها وشاف جميع الجنسيات العربية سواء كان خليجي أو سعودي أو كويتي أو جزائري أو مغربي فدي حاجه كويسه بتقربك أكتر من دماغهم و طريقة تفكيرهم,0
الماك لما بده يعمل اشي جديد بعمل سندويشه سبايسي....,0
كسم الكاميرون ارضا و شعبا,0
لاتتكلم على اسيادك ياطحلب تراك وضيع وتاريخك مايجي ربع تاريخنا ؟؟🐸,1
تيار اسلامي ايه بس يهبل جتكم نيله شويه كفره دينكم بيحتضر يا أغبياء وانتوا أغبى من الجواميس,0
ألم ترَ أنّ الدهر يومٌ وليلة ٌ يكرّان من سبت جديد إلى سبت فقل لجديد الثوب لا بد من بلى ً و قل لاجتماع الشمل لا بد من شت”,0
"""جامعة سنغافورة : الأردن اول الدول العربية تخلو من """" كورونا """" ..والسعودية تقضي على الوباء مطلع حزيران.""",0
البال تعبان والمزاج مهموم,0
طز شو اسوي يعني,1
شعب جاهل بالدين,1
قسم ازعجتونا😂😂😂😂😂👊🏻👊🏻👊🏻👊🏻👊🏻 #بايع_الكليجا,0
ابوك اللي جابك ابليس انتم مريضات وقليلات تربيه اقسم باالله ماالوم الجاهليه يوم كانو يدفنون البنات احياء قليلات عقل وناقصات دين وتربيه,1
ما هو تخصص الشنقيذي هذا هل هو مدرس في السياسة ام عام الإجرام ام انه جاء ليقبض بالدولار ويكذب على خنازير ا…,1
كنت انا وصديقي مثل حبتي البازلاء، دائماً معاً ومن ثم اختفى فجأة، ولم يتصل بي. ومن ثم عاد وعاتبني ان لم ابعث له رسولاً خلال الغياب. فقلت: لا احتمل فكرة ان يرى الرسول جمالك وانا محروم منه. - سعد الشيرازي، شاعر فارسي,0
ندري مليت و بس ياريتني شب كنت هسه بالشارع,0
وابيش احلى من السلط,1
الاردن على مر التاريخ ما انضامت اخر شي داعش يضيموها ما اتوقع هلاشي -الثار جاي ومن بيوتكم راح يجي(حنا الاردنين),1
يمكن عنده تفكير وهابي (علماني مدرعم ) 😂 😂 😂 😂,1
الخلايجه لو اختفو بكره من على وش الأرض محدش هيحس بيهم هما كده كده ملهمش لازمه بالعكس العالم هيبقى في إرهاب أقل,0
#استشهاد_سليلة_النبوة إن تهديدهم وتخويفهم للسيدة فاطمة الزهراء (عليها السلام) بإحراق بيتها، والإتيان بالحطب والنار وإيذاء عمر وجسارته بكل ذلك..، مما ثبت بنصوص وروايات من ثقات أهل السنّة وأعاظم محدّثيهم ممّن يعتمدون عليه(,1
#ديما_الوطية هيدا انتصار يا غشيمة فلننتظر,1
متوقع ايه من خنازير حرفت كلام الله و رسوله هما الشيعه كده ميستحقوش يتقال عليهم مسلمين,0
كسمكو انتو هتستعبدونا انتو ملكمش عندنا حاجه,0
من حق بلدنا علينا نعبر ونحكي للحرامي حرامي بعينه و للفاسد فاسد ما نطبطب على الغلط بس طبعا بحدووود,0
الجزائر عربية سنية يجب على أهلها الإبتعاد عن الشيعة المجوس فوالله ما دخلوا دولة إلا وعاثوا فيها فسادا وأقرب دليل اليمن والعراق وسوريا #حاسبوا_امير_موسوي,1
لا تجعل قلبك مثل النهر يشرب منة من يشاء ..اجعل قلبك مثل البحر لا يشرب منة إلا الغارق فية,1
مقتل الرائد عديم الشرف رمضان يوسف خضور القتيل من صافيتا / قرية ضهر البياطرة,1
شُكراً عائشة جزيل الشُكر,0
انا شايف ان ميسي يغير بقي البدلة النبيتي السوريه بتاعته ويغير الاستيلست عشان يرجع يفوز ب,1
فعلا ابدع الاستاذ هاني,0
"معمم شيعي يريد البكاء على نكبته في الحسين و لكنه لا يمسك نفسه من الضّحك ""ولقد أصبح هؤلاء الشيعة عارًا على بني... fb.me/FhBFVYCi",1
مصري يحاول ايقاظ أبنه لصلاة الفجر، فيقول له: قوم يا بني.. خلينا نصلي عشان ندعي ربنا نكسب المباراة مع روسيا. رد عليه: أدعي إيه يا بابا، ده السعودية إلى عندهم الكعبة أكلوها. 0-5 عاوز مصر اللي عندها فرعون تكسب,0
""" سبحان الله و بحمده عدد خلقه ، و رضا نفسه ، وزنة عرشه و مداد كلماته .""",0
كﻻم صحيح قبله زوج امه قتل آﻵف السوريين بموجب قانون اﻻخوان المسلمين وقتل خﻻل ايام اكثر من ثﻻثين الف خﻻل ايام ولم يفد شرعيته,1
كم أنبتوا شوكاً على طرقات أمتنا وكم قطعوا فَنَنْ كنا نظن بأنهم يدعون للإسلام حقاً يا أبي فإذا بهم يدعون للبغضاءِ فينا والإِحنْ,0
أي مسلمين أي خرابيط انت تكلم نفسك فتويتر ومحد ماعطيك وجه غيري لأنني كنت أحسب انك تتناقش باحترام بس طلعت ماتسوى👞,1
ويجي بعد السنين دي شراميط يعتبروا اسرائيل دوله ويضربوا بيها امثله ويدافعوا عن حق وجودها يلعن دين اللي جابوكوا ولاد قحبه,0
لكن يريدهم ؟ شو هم كاينين ؟ ترا هذا الي بتحكي عنه سوري عربي !! هذا الي كنّا كل صيف نروح عندهم و إسأل البحارة :),0
لانكم خنازير واتباع هوا وخونه للإسلام,1
تحس إن الرجاله واقفين للستات على الواحده وبيتلككلهم عشان يتخانقوا معاهم,0
كل مشجعين توتنهام مسوين لي بلوك والله يمكن هذا سادس واحد,1
يا رب إنتا عارف اني عبدك الكسول الفاشل الفقير الذي يكره التعليم ويحب اللهو والنوم فنجحني يا كريم.,0
كسم أي زنجي ابن عرص فاكر نفسه بني آدم,0
طب والله لو الرجاله ماتوا أو اختفو الهم اللي على كتافنا هينزاح,0
كذبك باين في عينك,0
تخيل اتوبيس ف مصر يدعو للمسيحية مش اليهودية كمان؟؟ رد فعل الناس ايه؟؟ LINK,1
انت سدي نيعك,1
لو كان اللبس الضيق حريه شخصيه يبقا التحرش واجب وطني,0
“ للأقصى نساء بمواقف رجال ”,0
RT اثنين مستحيل تقنعهم انه المشكلة من عندهم ... <LF>النسوان وخدمة العملاء بشركات الاتصالات 🤢,1
مبروك عليك ومقاومة عن مقاومة بتفرق وبخصوص التسجيل معك حق بدنا توضيح و يا ريت ينفتح تحقيق,0
"- يشرفنا دعوتكم إلى افتتاح ""لاتيراس"" ابتداءاً من يوم الجمعه الموافق 15-5-2015. From 2 pm - 11-30…",1
شو فايدة العضل وعقلك نايم ؟؟,0
الحريم دول مخلوقين عشان نتسلى بيهم بس,0
انت لو شايف نفسك راجل يبقي حاجه من الاتنين ياما بتضحك علي نفسك ياما دماغك تعبانه عشان انت زيك زي الحريم بالظبط,0
شو هل شركة الطيران هاي يعني الرحلة تأخرت و ما يخبروا حدا شو اقعد أسوي انا هلا,1
ههههههههههه ، خلص تخيليها بيتزا علَّ وعسى هههههههههه,0
على قلتك والله غبي.,0
السعوديين اوسخ ناس بالوجوددد,1
الله يخرب بيت رخامتك انت كده فاكر ان دمك خفيف ده انت دمك سم,0
الله ينزل السكينه دائما على قلبك وقلوب كل اهل غزه يا رب ..وهادا اكيد نعمه من رب العالمين,0
سكري بوزك,1
نفسي أدخل زبري فى كسك وطيزك,1
ربيع كونترول عمان-سويلح,1
اللهم لا تفجعني برحيل غالي .,0
أبو الضمور الرائع السفاح المقاتل يسعد صباحو :)),0
انشالله بيقبرك و بيقبر كل اللي بيكرهو و بيخرا ع قبرك و صدقني رح تنحسدي لانو خري ع قبرك,1
ولو داريت عنك حُبي تفضحني عيني في هوايا,0
الواحد أول ما سافر الخليج كانت على الله حكايته بس اتعرفت على واحد خليجي وبقينا أصدقاء وهو عرفني كل حاجه عن البلد وعن الشغل فيها وعن المعامله فيها مع الناس وساعدني وهو دلوقتي صديقي جدا ولسه بتواصل معاه ربنا يباركله,0
ماتقعدوش تقولوا ان لارهابين هما المسلمين ده كلام غلط وفي الاخر هتشوفوا يا كفرا يا ملحدين,0
احلى اشي بالقهوة شعور شعطة اللسان اول ما تشربها,1
هاها، روحي روحي من عمان انا اشتقتلك :(,0
أجدد البيعة لسمو الأمير الله يحفظه و يحرسه من كيد المنافقين و الخبثاء و اليهود و النصارى يا رب ☝️☝️☝️🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦 LINK,1
هانت كم يوم و بترجع بقوة,0
يلعنك من مادة مش راضيه تخلصي,0
مقتل كمال يونس سليم قتل في معارك ريف إدلب القتيل ريف حماه الغاب مشتى الشلاهمة,1
كفار حبو يغيرو الدين,1
اتخسي هذول الماجدات خواتكم اما اهل الكويت طلعوا اهلهم لائنهم يعرفونكم مافيكم لا شرف ولا غيره وجوكم ولعنو والديكم ياكواوله دق رقص,0
اوسخ اشي بالكون المرة يعلا صوتها على صوت زوجها، هاي بدها حرق بكاز وسخ وتنكب بالزبالة، اشتغل طول عمره عشان يحوش مهرك ١,1
اكتر اشي اشتقتله,0
شربت مي مرتين بالغلط اليوم !! مش عارف الا اكمل صيام ولا لا,1
اطفال يغنون فيهلل العالم 😣<LF>واخرون يستغيثون فيصمت العالم 😯<LF>فتبا لك ايها العالم العربي المسمي بالإسلامي! 💔,1
طارق خطاب يخوان قصة,0
ههههههههههه يا هبيلة مين جاب سيرة تميم وقطر غيركانت بتقول إنو أمير الإرهاب طميم,1
ولك والله عيب عليكي. والله لتصيري مضحكة للعالم بس تكبري . جلجوقة,1
ياكرهي للبنات الي يصورون وقلك اوه خقه 🤢 وكمان العيال الي يتفلسفون اين حياء المراه ! وهم امس مسوين هاشتاق بكل بنت خقو عليها #بايع_الكليجا,1
نحن كاردنيين وكل انسان سمع بهذه الجريمة لن يرضى دولتك الا بانزال اقصى عقوبة على هؤلاء المجرمين وان لا يصار الى انهاء هذه الجريمة بفنجان قهوة وتمر هكذا بحل عشائري !!,1
شعب الأنترنت تأخذو الإعلام الإعلام اليهود وأعداء الدين شغلو عقولكم يختارون أناس جهال ليأخذو الرأي اللذي يغضب المسلمين ألم تلاحظو أخبار العالم سلبية للمسلمين إعلمو دول العالم يوجد مسلمين بلدهم تسبو بلد فتكونو أصبتم بسبكم إخوانكم المسلمين ذالك البلد أعداء الإسلام يفرحون أدعو لإخوانكم آننم مفتونون تعالا آمنو يسخر قوم قوم يكونو خيرا,1
هاتلولي الكلب اللي بيقول ان الدين المسيحي هو الصح نقتله و ننجز عشان هو رايح النار كده كده,0
كذابة يا نوال,1
بس خلص فيديو داعش لا شعوريّاً ضليت استنى يطلع the cast واسماء الممثلين,1
انتي نزلي عالطريق لإن هيدا محللك بعتقد... ديما الواطية,1
مهما كان ، فالانسان يمثل نفسه و ذاته ! السورين الله يعينهم انذلوا بكل مكان ! ما بتعرفي حكمه الله وين هي ! الله يستر علينا,0
صح بدنك اخوي وطال عمرك انس مشكور اخوي على جميل نشرك الثري والدسم..كل الاحترام لحرفك واسعد الله صباحك,0
“ مظاهرات عمالية تنعش آمال المعارضين ”,0
حصرياً الخبر جنه ؟,0
المسلمين عباره عن شوية إرهابيين عايزين يقتلو باسم دين هما بيقولوا عليه دين السلام لا دين لهم,0
ختام @ الهانجر,0
انا عن نفسي اتكلم عربي و الي مو عاجبه يشرب ماي بحر,1
المفروض ميطلعوش رخص للبنات لو عايزين يبطلوا حوادث,0
معلش معلش لا تعيديها ولا على بالك عوضي بالمواد الثانيه اريحلك,0
مسلمون عرب يولو عبيد يهود عقلية كرف تحيا فلسطين قدس كلاب,1
يالله شو زمان عن ريحة الشتا كان دايما في حدا بخبرو اول ما تبلش تشتي,0
انت دخلت الفرح والابتسامة لقلوبنا و بهالوقت لازم نكون معك بحزنك,0
الصحة: 8 حالات وفاة و1292 إصابة جديدة بفيروس كورونا في قطاع غزة خلال 24 ساعة.,0
بعدوانها هدمت والعالم لم يجمع اسميا نص المبالغ المطلوبة لاعمارها. النتيجة جريمتان الأولى قتل الابرياء والثانية ناس بالعراء,1
حتى تكون سياسياً ناجحاً ، يجب أن تكون كاذباً محترفاً ...,1
مقتل النقيب أسامة جابر جبور قتل في معارك ريف ادلب القتيل من القرداحة عين العروس,1
شو يا ! على اول هالسنة قالبها سياسة واقتصاد,1
السوريين جايين ينشروا ثقافتهم الوسخه هنا عايزنا نبقي عبيد زيهم,0
ولما يضل تأنيب الضمير شغّال بسبب غلطة بامتحان... عن الندم :'(,0
وثناء ومرال ؟؟!! وسلطان برضو,1
ما يحدث في فيلا بارك امر لا يصدق استون فيلا ️ ليفربول د. 70,0
البنت راس مالها سمعتها .. مش جمالها ..,0
القبض على الارهابي من قرية كرزكان محمد صباح .<LF>خلوه يخيس في السجن😷<LF>شكرا رجال امننا✌👍👌💪<LF>امن مملكتنا خط احمر يا مرتزق ايران <LF>شحوااال بعد✌<LF>#البحرين URL,1
عاجل إدلب قصف مكثف من مواقع قطعان المنظومة الإجرامية براجمات الصواريخ يستهدف قرية آفس بريف إدلب الشرقي.,0
""" المسيحيةُ سقت السمّ لإيروس ، وهو لم يمت بذلك، غير انه صار فاجراً """,1
المسيحين و الاقباط عمالين يعبدوا في حتتين خشب ملزوقين في بعض,0
رمضاان سفينـة رحمـة جاءت كي تنقذنا من ذنوب آغرقتنا و آمواج مظلمة تكاد تبتلعـنا فأحسنوا استغلالهَ ♡',0
يا زنجي ياعبد يابن الخول يلعن كسم امثالك,0
والله عيب اللي صار بغض النظر جميل او شين وين كرامتك وحيائك يعني بعض البنات اللي حاولو يعملو لفت انتباه وش تتوقعين منه اتجاهك 😷 انا ومالي دخل تقرفت من بعض الهمج اللي بالفيديو <LF>#بايع_الكليجا <LF>#الجنادرية,1
اليهودي الكلب مايك دين حكماً لديربي شمال لندن هاردلك يا شباب من الآن ! LINK,1
"ايران المجوسيه متمسكه بفتاها( بشار) وتعتبره خط احمر ""' لا يوجد من باع سوريا لايران غير المجرم بشار'""'خذووه على قم""""",0
قناة صفا تقول : الشيعة الفرس أقرب لنا من الشيعة العرب قتلوا السنة في العراق وسوريا: حقهم من الخوف لان الفرس عدهم نووي وصكروهم...,1
#اشياء_ما_تحبهم_بتويتر • الحسابات الإباحية • الوهمية • الروحانية السحرة و المشعوذين • الليبرالية • الملحدين • الشتم والسب و القذف و يمكن نضيف لهم حسابات🐏🐑🐏🐑 😉,1
كلمة لجلالة الملك بعد قليل,0
بريشه الفنانه سماح سلطان,1
بلد دين اخلاق,1
واضح في إجماع انها للنصب,0
ان شاءالله يقومواباغتصابك الليله,1
ارحمنا يارب برحمتك عشان احنا من غيرك و لا نسوي يا رب دايما خليك معانا,0
أوعى تخش في حوار مع حد من اخوان تفكرهم متشدد و متطرف زي أي مسلم,0
لبنان شعب غريب نيك رجالتهم نسوان ونسوانهم رجاله,0
اشباه الرجال حسبي الله عليهم👎,1
في البلد دي أغلب الناس متفرقش معاهم حتة مسلم أو مسيحي المعامله بتبقى هي هي,0
والله ان لعبتكم مكسوفه بدكم اطلعو ابتسام نومني الله ينعل قله الضمير شو سوت احسن منها كنزه الشرموطه لانها بصل تعرض افخادها لمين,1
قبل ٣٩ ثانية اكثر من 7 مليون دينار جوائز بنك الاسكان على حسابات التوفير للعام 2015 وهو الاعلى في الاردن .............,0
سيدي معاذ ،،، سقطت من السماء ،،، و ارتفعت الى السماء ،،، و لك رب السماء يا أسد السماء,1
كل واحد بشوفه حسب دواخله .. :),0
اليهود دول لو في إيديهم يموتوا المسلمين والعرب كلهم واحد واحد مش هيترددوا ثانيه ده علشان هما عالم كفار ولاد وسخة,0
اصابته طفيفة بحسب الدكاترة وصدقاً الأمور طيبه,0
انو البلد علق رحلاتو ونحنا بعدنا معلقين بالهواء #سنموت_بعد_قليل #لا_داعي_للهلع #CoronaViruesue #كورونا_للوطن,0
انا كنت من المتخلفين اللى كانوا مفكرين الارقام الزوجية منيحة والفردية شريرة,0
شيشة تايم#ابو_ياسر_العمري zaidomari @ الزرقاء - شارع السعادة,1
عشان صاحبتي حكتلي انه هاي لهجة عراقية,0
احلى اشي انك تمز على واحد سكران,1
: في هالزمن لا تنشد الحب وينك للحب حب . . . وللصداقه صداقه اللي تحطه وسط قلبك وعينك تلقاه مع غيرك مسوي علاقه عوووووذه,1
عايز تريح دماغك متتناقش مع حد,0
السلام عليكم مانقص مال من صدقه وقال رسول الله ص الله عليه وسلم داو مرضاكم بلصدقه هنا خمسة عشر عائله سوريه بحاجه ماسه للتواصل ٠٧٨٨٦٥٣٠٣٨,1
انا بدرس موزاي وفي طلاب اقل من معدلي بدرسو معي تنافس مش ظلم؟؟ كلنا ابائنا بتعبوا واحنا اللي بنجيب المعدل مش ابائنا مش فاهمة ليش بربطوا انه يطلعله تخصص ادنى من معدله ب انه ابوه تعب بالجيش,0
الاروع في عمليات المقاومه في القدس انها مقاومة سكاكين وسواطير وبلطات وسيارات لدعس عشان ما حدا يطلعلك ويقولك هادا سلاح من فلان وعلان وهات خلص,0
كسم المغرب على كسم شعبها عالم جنس تالت وولاد احبه,0
صورة الشاب عبدالمنعم الحوراني الذي استشهد اليوم في محافظة الرمثا شمال المملكة جراء قذيفه سورية,1
موضوع تخفيض رواتب السياسيين قلة عقل. ياخدو اكثر بس يخدمو البلد و ما يسرقو. السياسي النشيط الفعال بموقعه بيستاهل كل… LINK,0
انا ضهري قفش قفشه وحشه اوي,0
قعدة الصحاب قادرة تغير نفسيتك 180 درجة,0
ولك ليش صرتي هلقد سوقية بحديثك ؟ طيب سياسة ما بتعرفي وسخيفة ، ماشي الحال .بس كوني شوي مهذبة. والله عيب كرمال قيمة شعراتك,1
وحين التقينَا أزهرَ مِن جفن عيناهَا زهرً وريحان ، لله دُرَّ جمالهَا!,0
لضمان وصول مرشح واحد يجب عمل تشاورية وكل اسماء المرشحين كفاءة ويستاهلون المجلس نتمنى تشاورية ورضاء كل المرشحين بذلك,0
في الحكومة في البلد ما ضنيت ههههههههههههههههههههههههههههههههههههههههه,0
يامن تمسك قلبي بكلتا يديك وتعبث بروحي كما تشاء لا ترحل فقط ادمنت عذابك وادمنت متاهاتك جعلتك وطني وسكنت فيك سجنك قصري ومتاهاتك بوصلتي...,0
شكراً الك منار,0
ستالين ورئيس الصين الأسبق وهتلر ويش يسووا يقطعون بصل كراثالملاحدة البشرية سفكا للدماء,1
كس ام المسيحين الخونه انتم خليكم في حالكم ده إنتو طلعتوا أوسخ من اليهود و أنا كنت فاكر إن مفيش حد أوسخ منهم,0
السيد إسمه يا بهيمة #ديما_الشرشوحة,1
الرحيلي يصد الصعب ، ويترك السهل !,0
اتركوها تبعبع للجلجوقة ���,1
لربما..بالبعد والمراقبة..بشوقه وحنينه المدفون خوفا على من هناك..من لهيب شوق لا يحتملوه.. تغاريدك جميلة حنان.. يسعد مساكي..,0
ليس لبنان فحسب الأردن شكرا مقاومة,0
بالصور.. جامعة لبنانية تهين المقدسات المسيحية goo.gl/7NxNn6,1
ما أثقل دمك، بتخبصي بكل شي الا الدين فاهمه؟ كلمه زياده بمسح بكرامتك الأرض,0
احراج شديد جدًا .. يسعد عيونك ماريا :),0
لا واضح انه بقي بيتكيف من الشتيمه وقله القيمه,0
كل update للفيسبوك بكون ابيخ من اللي قبله !,0
لا زالو يعتقدون أننا نحن نحن القدامى بضعفهم وهشاشتهم ، نسوا انهم بخذلانهم لأرواحنا أننا أصبحنا أقوياء .. !,0
انا مش بحبك الحب كلمة قليلة بالنسبة ليك,0
لا تحاسبي احد على الاختيار الخاطيء انتي من تتحملين والقرار بيدك,0
بيتعاطوا بول البعير حمقى بني سعود,1
اكيد ما رح يقرب صوب جثتك لانه اكيد رح تكون طالعة ريحتك من قرفك ونجاستك,1
وش تحس بوه انت دارس لين بكلوريا ودخلت جامعه سنه ووقف بدايه الثوره كل من رعى الغنم صار جاهل او امي,0
مع أحلی في @ شارع الجامعة ، إربد,1
ديما ما عندا شرف يا حنون,1
لا عمر فكنا الله من داعش,1
الله ماسلط عليهم اليهود عبث حكمتك ياربي ياحكيم ياجبار LINK,1
ياخي كسمك يا خليجي يا كبسة يا عرص,0
الحمدلله ونرجوا الله لهم الأمن والهداية بتحقيق التوحيد وحكم الشريعة وحفظهم من كيد الروافض الملحدين #رسميا_منع_الخمور_بالبحرين,1
"""رئيس السلطة محمود عباس: أحيي شعوبنا في كل مكان التي بدأت تنتفض في كل مكان احتجاجا على """"صفقة العصر""""""",0
عاهرة تحاضر بالعفة,1
اناصفحة على فيس بوك هشام مقبل ملاحطه انااهلي 14نفرعند الوالدتخفيف فى السمع اناهشام عماد احمدمقبل جوال00970599855193أناضعيف القراء ةوالكتابة,0
كول هوا يا هوا عليك وع داعش,0
اذا شورت العاقل صار عقله لك,0
بحاول اسرق غفوه كدا قبل ما اروح الشغل,0
انو غريب يوجعك راسك القواتجية عادة بيكونو بلا راس,1
أنشالله رصاصة بقالبك,1
انضرو الي الشعب الاردني يا قوي الشر كيف خرجو ليجددو بيعتهم للهاشميين وللملك العضيم عبد الله المعضم نعم يا داعش لقد وحدتو الاردن#حب_الاردن,1
تبيني اصبر عن غيابك إليا غبت ؟ عطني مثل قلبك و اسوي : سواتك,1
#الشافعي_في_زمن_كورونا وتضيقُ دُنيانا فنحسبُ أننا سنموتُ يأساً أو نَموت نحيبا وإذا بلُطفِ الله يهطلُ فجأةً يُربي من اليَبَسِ الفُتاتِ قلوبا قل للذي ملأ التشاؤم قلبه ومضى يُضيَّق حولنا الأفاقا سرُّ السعادةِ حسنُ ظنك بالذي خلق الحياة وقسَّم الأرزاقا,0
الحمد لله رب العالمين,0
اللهم أنزل عليَّ برد السكينة، واجمع شتات قلبي واملأني بحسن الظن بك في قدرك وأفعالك حتى أطمئن أنه لن يصيبني إلا ما كتبته لي يا ربي♡,1
هههههههههههههههههههههههههه اه اه و مع سلطة كمان و صحنين لبن و بحط لكل واحد صحن و كاسة ببسي,0
مكتوب في القرآن إقتل واعمل إرهاب صح هي دي اخلاق المسلمين اللي طلعينلنا بيها,0
٢٨يوم ..بس كورباااااااج !!🐸🐸🐸,0
أنا اتعلمت من صغري إن اتعامل مع الناس كلها باحترام مابفكرش في حتة الجنسيه دي يعني لو أنا قدامي واحد لبناني زيه زي الكويتي زي الأمريكاني زيه زي أي حد أنا هحترم اللي قدامي بغض النظر عن أي حاجه تانيه وهو ده الصح,0
خبرني : نبض الشارع : الخارجية تحذر الأردنيين في أميركا,1
جيش ابو شحاطة النصيري القذر الجيش الوحيد بالعالم يلي بيقتل شعبه كي يبقى الخنزير بشار متخوزق عالكرسي اتفووووو,1
لا احمد انا لم انتقدك انت شخصيا اقصد الذي ينتقد من الي ينتقد لمجرد الانتقاد انا أعرفك جيدا اخوي الغالي ولَك كل الاحترام يكفي انك في كل مقابلاتك التلفزيونية تكون حار على يتكلم عن تاريخ النادي,0
شو يا جماعة,0
مالك دخل يايهودي أنتم شر البشرية واتوقعكم تحارشوا بين المسلمين كما فعلتم في العراق ترموا قنبلة في حسينية الشيعة وقنبلة في مسجد السنة الا لعنة الله عليكم يا اخبث بشر في العالم...,1
دولة عربية مسلمة اسمها تونس المثلي المخنث محترم للدياثة دولة تحية للطفي الجزائر,1
أتشرف فيك والله وَيَا مرحبا ومشكور,1
شكلا النومة بالريتز مريحة لدرجة ما وعي المارد السنّي، او ممكن سعد الحريري مش حرزان يوعى كرمالو، ما هيك؟؟😏,1
اقصد البريد الإلكتروني تاع ياهو او جي ميل او هوتميل,0
احني بانيلكم حياش قردان شحاتين قدام الجوامع وبناتكم شغلات لليبيات ويشتغلو الكوفيرات,1
بول البعير كتير عليك,1
اللهم كن عونآ لأهلنا في المخيمات وخارج المخيمات أمين يارب العالمين,0
ايه التفكير المتطرف ده يعني ايه اللي ما يصليش لازم يموت,0
عشان هيك كنت بتألم طلع بسببها,0
عساه بالشلل الرباعي اللي يشل ايديه ورجليه الخنزير عساه بالمرض اللي يتمنى الموت منه ومايموت لعنة الله عليه الحقير..الشوام أنجاس حاقدين حتى على أنفسهم أعوذ بالله,1
الحظ #اردني_فلسطيني ان شاء الله.,0
"""كاف"" يضع عدة إرشادات للاعبين لتجنب الإصابة بفيروس كورونا.. تعرف عليها falsoo.com/105643",0
سايبين الاسلامين يتقتلوا و ما بتدفعوش عنهم حتي لو بكلمه ده عشان انتو كفره و ملحلين,0
"أكثر من 3 ملايين قطعة شتوية للاّجئين السوريين ضمن برنامج ""شقيقي دفؤك هدفي"":",1
المفروض يرجعوا وقد البنات,0
